,Unnamed: 0,imdb_id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,tags,youtube_id,split
299,764,tt0082198,movie,Conan the Barbarian,Conan the Barbarian,0,1982,\N,129,"Action,Adventure,Fantasy","fantasy, boring, murder, violence, cult, good versus evil, action, revenge, alternate history",kcP6vGwvB8I,train
300,766,tt0082220,movie,Cutter's Way,Cutter's Way,0,1981,\N,109,"Crime,Drama,Mystery","revenge, neo noir, murder",bBhprZR8IRQ,train
301,767,tt0082288,movie,Dragonslayer,Dragonslayer,0,1981,\N,108,"Action,Adventure,Fantasy","cult, fantasy, violence",1Pl18A-Me_0,train
302,768,tt0082340,movie,Escape from New York,Escape from New York,0,1981,\N,99,"Action,Adventure,Sci-Fi","dark, neo noir, murder, cult, violence, humor, action, entertaining",iS-AWBhGBjQ,test
303,769,tt0082348,movie,Excalibur,Excalibur,0,1981,\N,140,"Adventure,Drama,Fantasy","psychedelic, cult, historical, violence, historical fiction",fZc0ED-GULk,train
304,770,tt0082398,movie,For Your Eyes Only,For Your Eyes Only,0,1981,\N,127,"Action,Adventure,Thriller","revenge, murder, violence",9Ykn9zPnQME,train
305,771,tt0082418,movie,Friday the 13th Part 2,Friday the 13th Part 2,0,1981,\N,87,"Horror,Mystery,Thriller","grindhouse film, gothic, murder, cult, horror, violence, flashback, insanity, humor, suspenseful",Qqmj12n7yYc,train
306,772,tt0082431,movie,Galaxy of Terror,Galaxy of Terror,0,1981,\N,81,"Action,Adventure,Horror","tragedy, cult, horror, violence, plot twist",mJO07ylhTu4,train
307,773,tt0082432,movie,Gallipoli,Gallipoli,0,1981,\N,110,"Adventure,Drama,History","anti war, murder, atmospheric",CT1JHKpSHXA,val
308,774,tt0082449,movie,Ghost Story,Ghost Story,0,1981,\N,110,"Drama,Horror,Thriller","horror, gothic, murder, flashback",upGQpr5CwMA,train
309,776,tt0082495,movie,Halloween II,Halloween II,0,1981,\N,92,Horror,"murder, cult, horror, violence, good versus evil, insanity, suspenseful",kEo5m2VEprI,val
310,777,tt0082498,movie,Happy Birthday to Me,Happy Birthday to Me,0,1981,\N,111,"Horror,Mystery,Thriller","revenge, cult, murder, violence, flashback",F6p5TC3mnjc,train
311,778,tt0082509,movie,Heavy Metal,Heavy Metal,0,1981,\N,86,"Adventure,Animation,Fantasy","pornographic, comedy, murder, cult, alternate reality, violence, good versus evil, psychedelic, satire",Xf0queXoB7c,test
312,780,tt0082517,movie,History of the World: Part I,History of the World: Part I,0,1981,\N,92,"Comedy,History,Musical","comedy, satire, alternate history",AILiI6f83L8,val
313,781,tt0082677,movie,Looker,Looker,0,1981,\N,93,"Drama,Sci-Fi,Thriller","psychedelic, intrigue, murder",ZESoSAlhezw,train
314,782,tt0082727,tvMovie,Meantime,Meantime,0,1983,\N,102,"Comedy,Drama",realism,Llcgzs1jNOM,train
315,783,tt0082766,movie,Mommie Dearest,Mommie Dearest,0,1981,\N,129,"Biography,Drama","cult, melodrama",HfFS0vrB8zY,train
316,784,tt0082782,movie,My Bloody Valentine,My Bloody Valentine,0,1981,\N,90,"Horror,Mystery,Thriller","cult, murder, violence, flashback",2IBlobS_pwA,train
317,785,tt0082801,movie,Neighbors,Neighbors,0,1981,\N,94,Comedy,cult,NyuVKvGoANY,val
318,787,tt0082846,movie,On Golden Pond,On Golden Pond,0,1981,\N,109,Drama,romantic,XuBmgQkJhMU,val
319,789,tt0082869,movie,Outland,Outland,0,1981,\N,109,"Action,Crime,Sci-Fi","cult, atmospheric, violence",YkYsBUaQzDY,train
320,791,tt0082933,movie,Possession,Possession,0,1981,\N,124,"Drama,Horror","avant garde, murder, allegory, cult, violence, insanity, psychedelic, philosophical, romantic",CTB15PPtMyA,train
321,792,tt0082970,movie,Ragtime,Ragtime,0,1981,\N,155,Drama,"tragedy, insanity, historical, murder",dTt7RL0PLbA,train
322,793,tt0082971,movie,Indiana Jones and the Raiders of the Lost Ark,Raiders of the Lost Ark,0,1981,\N,115,"Action,Adventure","comedy, mystery, murder, paranormal, cult, violence, atmospheric, good versus evil, humor, action, romantic, entertaining",-_eTu_VVH3M,test
323,795,tt0083131,movie,Stripes,Stripes,0,1981,\N,106,"Comedy,War","comedy, satire",v_Ma_dsG-zo,test
324,799,tt0083284,movie,Victory,Victory,0,1981,\N,116,"Drama,Sport,War",intrigue,xOxj26vcwMI,val
325,801,tt0083511,movie,48 Hrs.,48 Hrs.,0,1982,\N,96,"Action,Comedy,Crime","comedy, suspenseful, neo noir, murder, violence, cult, action, revenge",3Kp_l_PLapo,train
326,802,tt0083530,movie,Airplane II: The Sequel,Airplane II: The Sequel,0,1982,\N,85,"Comedy,Sci-Fi","entertaining, flashback",-O42Vu_GnSc,train
327,803,tt0083542,movie,Alone in the Dark,Alone in the Dark,0,1982,\N,92,"Horror,Thriller","comedy, suspenseful, grindhouse film, murder, cult, horror, violence, insanity, revenge, sadist",xrmgGP_37EU,val
328,804,tt0083550,movie,Amityville II: The Possession,Amityville II: The Possession,0,1982,\N,104,Horror,gothic,oTXfmqbfB4M,train
329,806,tt0083564,movie,Annie,Annie,0,1982,\N,126,"Comedy,Drama,Family","cult, cruelty, depressing",OiM8S9VLjvU,train
330,807,tt0083624,movie,Basket Case,Basket Case,0,1982,\N,91,"Comedy,Horror","grindhouse film, murder, cult, violence, horror, flashback, psychedelic",4Jgc-aolx5M,train
331,808,tt0083658,movie,Blade Runner,Blade Runner,0,1982,\N,117,"Action,Drama,Sci-Fi","dark, boring, neo noir, gothic, murder, fantasy, mystery, dramatic, cult, atmospheric, action, philosophical, romantic, blaxploitation, sci-fi",jIstljYkwjg,train
332,809,tt0083722,movie,Cat People,Cat People,0,1982,\N,118,"Fantasy,Horror,Thriller","fantasy, mystery, murder, dramatic, violence, insanity, romantic, queer",oKKEumipuuY,test
333,810,tt0083767,movie,Creepshow,Creepshow,0,1982,\N,120,"Comedy,Fantasy,Horror","comedy, dark, cult, horror, violence, psychedelic, revenge",1bO3gyT3Imc,test
334,812,tt0083806,movie,Deathtrap,Deathtrap,0,1982,\N,116,"Comedy,Crime,Mystery","paranormal, psychedelic, horror, murder",8AQ2GlTw7x4,train
335,813,tt0083866,movie,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,0,1982,\N,115,"Adventure,Family,Sci-Fi","comedy, boring, fantasy, dramatic, cult, sentimental",SJM_ArX1bDA,val
336,815,tt0083929,movie,Fast Times at Ridgemont High,Fast Times at Ridgemont High,0,1982,\N,90,"Comedy,Drama","cult, prank, romantic, melodrama",tif5ucv1eLU,test
337,816,tt0083943,movie,Firefox,Firefox,0,1982,\N,136,"Action,Adventure,Thriller","suspenseful, murder, violence",T5W4MiBuEnY,test
338,817,tt0083944,movie,First Blood,First Blood,0,1982,\N,93,"Action,Adventure,Thriller","suspenseful, cruelty, murder, anti war, cult, violence, dramatic, flashback, action, tragedy, revenge, sadist",uJG9-1yAqNc,train
339,818,tt0083946,movie,Fitzcarraldo,Fitzcarraldo,0,1982,\N,158,"Adventure,Drama","cult, suspenseful, psychedelic",-pJ76nAkysM,test
340,819,tt0083987,movie,Gandhi,Gandhi,0,1982,\N,191,"Biography,Drama","violence, historical, murder",6oWqlb_TlLQ,train
341,820,tt0084021,movie,Grease 2,Grease 2,0,1982,\N,115,"Comedy,Music,Musical",romantic,yfM4Gt4TIYw,train
342,821,tt0084112,movie,"I, the Jury","I, the Jury",0,1982,\N,111,"Crime,Drama,Mystery","suspenseful, neo noir, cruelty, murder, violence, revenge, sadist",p5G-m6lLBLI,train
343,822,tt0084370,movie,My Favorite Year,My Favorite Year,0,1982,\N,92,"Comedy,Drama",action,JqQWY8T5nok,train
344,824,tt0084408,movie,Next of Kin,Next of Kin,0,1982,\N,89,"Horror,Mystery","violence, murder",meVyp5rjgVY,val
345,826,tt0084438,tvMovie,Oliver Twist,Oliver Twist,0,1982,\N,103,"Crime,Drama",murder,P3s4k9iJXu8,train
346,827,tt0084503,movie,Pink Floyd: The Wall,Pink Floyd: The Wall,0,1982,\N,95,"Drama,Fantasy,Music","dark, avant garde, depressing, psychological, dramatic, cult, violence, flashback, insanity, psychedelic, romantic, historical, prank",gCeQVb3rdAI,train
347,828,tt0084516,movie,Poltergeist,Poltergeist,0,1982,\N,114,"Horror,Thriller","mystery, paranormal, cult, horror, haunting, good versus evil, suspenseful",RsrTg0TpZ2c,train
348,829,tt0084522,movie,Porky's,Porky's,0,1981,\N,94,Comedy,"revenge, cult, prank",7-RwhYCtwAk,train
349,830,tt0084602,movie,Rocky III,Rocky III,0,1982,\N,99,"Drama,Sport","comedy, bleak, violence, cult, flashback, romantic, revenge",q4FhoXt8lFk,train
350,833,tt0084707,movie,Sophie's Choice,Sophie's Choice,0,1982,\N,150,"Drama,Romance","tragedy, murder, sadist, flashback",STPJVf6wqCk,train
351,835,tt0084777,movie,Tenebrae,Tenebre,0,1982,\N,101,"Horror,Mystery,Thriller","gothic, murder, violence, horror, flashback, brainwashing, storytelling",k2oKGaAc3m4,train
352,836,tt0084786,movie,They Call Me Bruce,They Call Me Bruce,0,1982,\N,87,"Action,Comedy","cult, flashback",ymEnfvz2wbU,train
353,837,tt0084805,movie,Tootsie,Tootsie,0,1982,\N,116,"Comedy,Drama,Romance","cult, entertaining, romantic, queer",FlXE1Yq0AnQ,train
354,838,tt0084854,movie,Venom,Venom,0,1981,\N,93,"Horror,Thriller","cult, grindhouse film, murder",SvFsvtz8j3c,train
355,839,tt0084899,movie,White Dog,White Dog,0,1982,\N,90,"Drama,Horror","tragedy, allegory, cult, murder, sentimental",IhkrvBNnAcw,train
356,845,tt0085204,movie,BMX Bandits,BMX Bandits,0,1983,\N,88,"Adventure,Crime,Drama",storytelling,sz-kHa0TH1k,train
357,846,tt0085255,movie,Blue Thunder,Blue Thunder,0,1983,\N,109,"Action,Crime,Drama","cult, action, murder",gkPPWIPi29s,train
358,847,tt0085271,movie,Brainstorm,Brainstorm,0,1983,\N,106,"Sci-Fi,Thriller","cult, psychological, flashback",NNiZP2G-nEM,train
359,848,tt0085276,movie,Breathless,Breathless,0,1983,\N,100,"Action,Drama,Romance","cult, neo noir, murder",e1N0WltYyhk,val
360,849,tt0085333,movie,Christine,Christine,0,1983,\N,110,"Horror,Thriller","gothic, paranormal, cult, revenge, horror, violence, good versus evil, suspenseful",9aU5l2e9YlQ,train
361,850,tt0085382,movie,Cujo,Cujo,0,1983,\N,93,"Horror,Thriller","insanity, cult, murder",45vzCiU01O4,val
362,851,tt0085475,movie,Eddie and the Cruisers,Eddie and the Cruisers,0,1983,\N,95,"Drama,Music,Mystery",cult,1nXj8RkP7xQ,train
363,852,tt0085513,movie,Exposed,Exposed,0,1983,\N,100,"Drama,Music",murder,ChmPKy44hgU,test
364,853,tt0085615,movie,Gorky Park,Gorky Park,0,1983,\N,128,"Crime,Drama,Mystery","action, murder",HCsEANnys_U,val
365,854,tt0085636,movie,Halloween III: Season of the Witch,Halloween III: Season of the Witch,0,1982,\N,98,"Horror,Mystery,Sci-Fi","paranormal, cult, horror, gothic, murder",oCNSJO24dvE,train
366,855,tt0085672,movie,Hercules,Hercules,0,1983,\N,98,"Adventure,Fantasy,History","cult, grindhouse film, violence",KnBJ95zuuRE,val
367,857,tt0085701,movie,The Hunger,The Hunger,0,1983,\N,97,"Drama,Horror","neo noir, gothic, murder, paranormal, cult, atmospheric",l9IDoAPC6Ps,train
368,858,tt0085724,movie,Independence Day,Independence Day,0,1983,\N,110,"Drama,Romance","violence, romantic",Wv7EoY9nrz8,train
369,859,tt0085750,movie,Jaws 3-D,Jaws 3-D,0,1983,\N,99,"Adventure,Horror,Thriller",prank,tdZ5bXgFJRY,train
370,860,tt0085809,movie,Koyaanisqatsi,Koyaanisqatsi,0,1982,\N,86,"Documentary,Music","cult, avant garde, psychedelic",1jM2WA2WbDc,test
371,861,tt0085811,movie,Krull,Krull,0,1983,\N,116,"Action,Adventure,Fantasy","cult, action, romantic, fantasy",uXrRN01BFSY,train
372,863,tt0085937,movie,Microwave Massacre,Microwave Massacre,0,1979,\N,76,"Comedy,Horror","violence, murder, comic",brIgFXDAiS0,train
373,864,tt0085970,movie,Mr. Mom,Mr. Mom,0,1983,\N,91,"Comedy,Drama",satire,epZ2vFsk01Y,train
374,865,tt0085980,movie,My Tutor,My Tutor,0,1983,\N,97,Comedy,cult,S1Q3GYSCe_k,train
375,866,tt0085995,movie,National Lampoon's Vacation,National Lampoon's Vacation,0,1983,\N,98,"Adventure,Comedy",comedy,SAXU--BJWYY,train
376,868,tt0086034,movie,Octopussy,Octopussy,0,1983,\N,131,"Action,Adventure,Thriller","revenge, cult, murder",IwHbCvXMbS8,train
377,869,tt0086129,movie,Porky's II: The Next Day,Porky's II: The Next Day,0,1983,\N,98,Comedy,"revenge, cult, satire, humor, prank",ajZTZ2agLi4,train
378,870,tt0086143,movie,Private School,Private School,0,1983,\N,89,"Comedy,Romance","cult, stupid, prank",bMCG-tdTXVU,train
379,871,tt0086154,movie,Psycho II,Psycho II,0,1983,\N,113,"Crime,Horror,Mystery","insanity, revenge, cult, murder, flashback",LS-L3cFOsno,train
380,872,tt0086190,movie,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,0,1983,\N,131,"Action,Adventure,Fantasy","fantasy, dramatic, cult, violence, good versus evil, action, tragedy",gNANB3sRIOI,train
381,873,tt0086200,movie,Risky Business,Risky Business,0,1983,\N,99,"Comedy,Crime,Drama","pornographic, cult, adult comedy, prank",pzB4ni0VH1A,val
382,874,tt0086250,movie,Scarface,Scarface,0,1983,\N,170,"Crime,Drama","cruelty, murder, dramatic, cult, violence, atmospheric, action, romantic, revenge, sadist",auvSmW5KcP0,val
383,875,tt0086320,movie,Sleepaway Camp,Sleepaway Camp,0,1983,\N,84,Horror,"grindhouse film, murder, cult, horror, violence, flashback, insanity",yfZR1Lqjws4,train
384,876,tt0086361,movie,Staying Alive,Staying Alive,0,1983,\N,93,"Drama,Music,Romance",cult,EQ8ruUgGcs0,val
385,877,tt0086383,movie,Sudden Impact,Sudden Impact,0,1983,\N,117,"Action,Crime,Thriller","neo noir, murder, cult, revenge, violence, flashback, humor, romantic",uD62afoe2_w,val
386,879,tt0086425,movie,Terms of Endearment,Terms of Endearment,0,1983,\N,132,"Comedy,Drama","romantic, suspenseful, sentimental, melodrama",FjLFMTIDkIM,train
387,880,tt0086450,movie,To Be or Not to Be,To Be or Not to Be,0,1983,\N,107,"Comedy,Drama,War",satire,aGwZGu_-MnU,test
388,881,tt0086465,movie,Trading Places,Trading Places,0,1983,\N,116,Comedy,"comedy, adult comedy, cult, humor, satire, revenge",ZjDbJQKDXCY,train
389,883,tt0086508,movie,Uncommon Valor,Uncommon Valor,0,1983,\N,105,"Action,Drama,Thriller","comedy, murder, anti war, cult, violence, insanity, tragedy",skZvk9TfqRE,test
390,884,tt0086525,movie,Valley Girl,Valley Girl,0,1983,\N,99,"Comedy,Romance","violence, cult",DHtbrlPI07E,train
391,885,tt0086541,movie,Videodrome,Videodrome,0,1983,\N,87,"Horror,Sci-Fi,Thriller","dark, suspenseful, gothic, murder, mystery, cult, alternate reality, violence, flashback, insanity, psychedelic, satire, philosophical, brainwashing, revenge, sci-fi",UFHey3utk0I,train
392,886,tt0086567,movie,WarGames,WarGames,0,1983,\N,114,"Action,Drama,Sci-Fi",anti war,LwsNPZ-p1kY,train
393,889,tt0086859,movie,Against All Odds,Against All Odds,0,1984,\N,128,"Action,Adventure,Crime","neo noir, murder",7SvYYPHyuAI,train
394,890,tt0086879,movie,Amadeus,Amadeus,0,1984,\N,160,"Biography,Drama,Music","murder, dramatic, flashback, humor, tragedy, historical, sentimental",0F8_qdd8iho,train
395,891,tt0086960,movie,Beverly Hills Cop,Beverly Hills Cop,0,1984,\N,105,"Action,Comedy,Crime","comedy, murder, violence, cult, humor, action, revenge, entertaining",hSPvYlipvRU,test
396,892,tt0086969,movie,Birdy,Birdy,0,1984,\N,120,"Drama,War","dramatic, psychological, flashback",wHq9oUMSEOo,val
397,893,tt0086973,movie,Blame It on Rio,Blame It on Rio,0,1984,\N,100,"Comedy,Romance","pornographic, romantic, adult comedy",q2yyRa6mbeI,train
398,896,tt0087032,movie,Cannonball Run II,Cannonball Run II,0,1984,\N,108,"Action,Comedy",cult,-vT8_gg7VU8,train
399,897,tt0087050,movie,Children of the Corn,Children of the Corn,0,1984,\N,92,"Horror,Thriller","murder, paranormal, cult, violence, good versus evil, romantic",2bUQoX3R9-A,test
400,899,tt0087065,movie,Cloak & Dagger,Cloak & Dagger,0,1984,\N,101,"Action,Adventure,Crime","psychedelic, murder",h0xMbWlVFRI,train
401,900,tt0087078,movie,Conan the Destroyer,Conan the Destroyer,0,1984,\N,103,"Action,Adventure,Fantasy","murder, cult, fantasy, alternate history, violence",C8mFwp9km-I,test
402,901,tt0087182,movie,Dune,Dune,0,1984,\N,137,"Action,Adventure,Sci-Fi","fantasy, cult, intrigue, violence, good versus evil, action, sci-fi",V4IcN3kd5dY,test
403,902,tt0087277,movie,Footloose,Footloose,0,1984,\N,107,"Drama,Music,Romance",cult,xxOuSqokKok,train
404,904,tt0087332,movie,Ghostbusters,Ghostbusters,0,1984,\N,105,"Action,Comedy,Fantasy","comedy, fantasy, mystery, paranormal, cult, haunting, humor, action",5wHr2ry0lTA,train
405,905,tt0087363,movie,Gremlins,Gremlins,0,1984,\N,106,"Comedy,Fantasy,Horror","cult, horror, comedy",XBEVwaJEgaA,test
406,906,tt0087469,movie,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,0,1984,\N,118,"Action,Adventure","mystery, gothic, cruelty, murder, cult, violence, action, brainwashing, romantic, sadist",EdRx5HPYnlQ,train
407,907,tt0087507,movie,Johnny Dangerously,Johnny Dangerously,0,1984,\N,90,"Comedy,Crime","revenge, flashback",_WEPlSPwWu8,val
408,909,tt0087747,movie,Moscow on the Hudson,Moscow on the Hudson,0,1984,\N,115,"Comedy,Drama,Romance",flashback,6F2bZuUo2Z4,train
409,910,tt0087799,movie,Night of the Comet,Night of the Comet,0,1984,\N,95,"Comedy,Horror,Sci-Fi","comedy, cult, horror, violence, action, humor",pdH8NQbvOKo,test
410,912,tt0087843,movie,Once Upon a Time in America,Once Upon a Time in America,0,1984,\N,229,"Crime,Drama","cruelty, murder, cult, violence, atmospheric, flashback, good versus evil, sadist",LcpCRyNo8T8,train
411,913,tt0087884,movie,"Paris, Texas","Paris, Texas",0,1984,\N,145,Drama,"psychedelic, depressing, home movie",9e590FeeGCM,train
412,914,tt0087909,movie,Phenomena,Phenomena,0,1985,\N,116,"Crime,Horror,Mystery","mystery, cruelty, suspenseful, murder, paranormal, cult, horror, violence, haunting, flashback, insanity, psychedelic, revenge, sadist",Tt93yZUgJNQ,val
413,915,tt0087921,movie,Places in the Heart,Places in the Heart,0,1984,\N,111,Drama,"melodrama, flashback",TIuyj1rkRsU,val
414,916,tt0087928,movie,Police Academy,Police Academy,0,1984,\N,96,Comedy,"comedy, cult, violence, absurd, comic, romantic, entertaining",4y9z3ciOc3U,train
415,918,tt0087985,movie,Red Dawn,Red Dawn,0,1984,\N,114,"Action,Drama,Thriller","cult, cruelty, murder, violence",1_I4WgBfETc,train
416,919,tt0087995,movie,Repo Man,Repo Man,0,1984,\N,92,"Action,Comedy,Crime","dark, comedy, cult, violence, absurd, psychedelic, sci-fi",Y13LOuBgtOY,val
417,920,tt0088000,movie,Revenge of the Nerds,Revenge of the Nerds,0,1984,\N,90,Comedy,"revenge, cult, prank",Hw6zrInbtQE,train
418,921,tt0088011,movie,Romancing the Stone,Romancing the Stone,0,1984,\N,106,"Action,Adventure,Comedy","mystery, cult, action, romantic",G2qWVhUJD1E,train
419,922,tt0088103,movie,Sheena,Sheena,0,1984,\N,117,"Adventure,Fantasy",good versus evil,x9aWo4hUz3I,train
420,924,tt0088128,movie,Sixteen Candles,Sixteen Candles,0,1984,\N,93,"Comedy,Romance","cult, humor, depressing, romantic",HGLtBJupFFM,test
421,925,tt0088161,movie,Splash,Splash,0,1983,\N,111,"Comedy,Fantasy,Romance","romantic, entertaining, flashback",uMIsXdoj2vU,train
422,926,tt0088170,movie,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,0,1984,\N,105,"Action,Adventure,Sci-Fi","cult, revenge, murder",6DAFHzWb1hQ,train
423,927,tt0088172,movie,Starman,Starman,0,1984,\N,115,"Romance,Sci-Fi","comedy, suspenseful, boring, cult, violence, clever, psychedelic, revenge, home movie",11Mk2iEVy_Y,train
424,930,tt0088206,movie,Supergirl,Supergirl,0,1984,\N,124,"Action,Adventure,Fantasy","good versus evil, cult, psychedelic, violence, romantic",sxXbvzOdj-Q,train
425,931,tt0088258,movie,This Is Spinal Tap,This Is Spinal Tap,0,1984,\N,82,"Comedy,Music","comedy, boring, cult, absurd, humor, satire, psychedelic",YZbHagBNY98,test
426,932,tt0088272,movie,Tightrope,Tightrope,0,1984,\N,114,"Crime,Mystery,Thriller","suspenseful, neo noir, murder, violence, cult, revenge",SZiK6va_FTc,train
427,934,tt0088680,movie,After Hours,After Hours,0,1985,\N,97,"Comedy,Crime,Drama","comedy, dark, murder, cult, absurd, psychedelic, queer",lLHM-wPecz0,train
428,936,tt0088708,movie,American Ninja,American Ninja,0,1985,\N,95,"Action,Adventure,Romance","comedy, murder, cult, violence, flashback, action, revenge",KaZKh1w-i6k,train
429,937,tt0088763,movie,Back to the Future,Back to the Future,0,1985,\N,116,"Adventure,Comedy,Sci-Fi","entertaining, comedy, mystery, fantasy, whimsical, cult, alternate reality, clever, psychedelic, humor, romantic, alternate history, sci-fi",DzibuZ1lpC8,train
430,938,tt0088794,movie,Better Off Dead...,Better Off Dead...,0,1985,\N,97,"Comedy,Romance","absurd, cult, comedy, psychedelic, romantic",DWTouGjZt6A,val
431,939,tt0088846,movie,Brazil,Brazil,0,1985,\N,132,"Drama,Sci-Fi","comedy, dark, neo noir, murder, fantasy, thought-provoking, cult, alternate reality, atmospheric, insanity, psychedelic, absurd, satire, humor, sci-fi",ZKPFC8DA9_8,train
432,940,tt0088850,movie,Brewster's Millions,Brewster's Millions,0,1985,\N,102,Comedy,entertaining,8wNqNO3jqkk,train
433,941,tt0088889,movie,Cat's Eye,Cat's Eye,0,1985,\N,94,"Comedy,Horror,Thriller","cult, entertaining, sadist",zYTMcFOMSYk,train
434,942,tt0088930,movie,Clue,Clue,0,1985,\N,94,"Comedy,Crime,Mystery","comedy, mystery, murder, cult, violence, flashback, psychedelic, humor",cDDdeHtrxfA,train
435,943,tt0088944,movie,Commando,Commando,0,1985,\N,90,"Action,Adventure,Thriller","suspenseful, realism, murder, cult, violence, good versus evil, action, revenge",0zJYikmC2VM,train
436,945,tt0088993,movie,Day of the Dead,Day of the Dead,0,1985,\N,101,"Horror,Thriller","comedy, suspenseful, grindhouse film, murder, cult, horror, violence, insanity, satire, claustrophobic, revenge, sadist",L3Ia4CJbH78,test
437,946,tt0089003,movie,Death Wish 3,Death Wish 3,0,1985,\N,92,"Action,Crime,Drama","revenge, cult, neo noir, murder, violence",dE7k3ZONXFk,train
438,947,tt0089015,movie,Desert Hearts,Desert Hearts,0,1985,\N,91,"Drama,Romance",queer,Dn0vORrRIyI,val
439,948,tt0089092,movie,Enemy Mine,Enemy Mine,0,1985,\N,108,"Action,Adventure,Drama",revenge,dRUdNhYoP_U,train
440,950,tt0089114,movie,Explorers,Explorers,0,1985,\N,109,"Adventure,Comedy,Family",cult,VZp10uBMBDc,test
441,951,tt0089118,movie,F/X,F/X,0,1986,\N,109,"Action,Thriller","suspenseful, murder, violence",rDQ1hzfb_B4,val
442,952,tt0089122,movie,Fair Game,Fair Game,0,1986,\N,86,"Action,Thriller","revenge, violence",SQuHBbUz6Cc,train
443,953,tt0089155,movie,Fletch,Fletch,0,1985,\N,98,"Comedy,Crime,Mystery","cult, humor, comedy",4sMMt2M3RiU,test
444,954,tt0089175,movie,Fright Night,Fright Night,0,1985,\N,106,"Fantasy,Horror","cult, violence",yfuIcuezkUw,train
445,956,tt0089360,movie,Jagged Edge,Jagged Edge,0,1985,\N,108,"Drama,Mystery,Thriller","neo noir, murder, intrigue, plot twist, romantic, suspenseful",ZnQa0AI10ic,val
446,957,tt0089393,movie,Just One of the Guys,Just One of the Guys,0,1985,\N,100,"Comedy,Romance","cult, comedy",zGibIaY7MSY,test
447,958,tt0089421,movie,King Solomon's Mines,King Solomon's Mines,0,1985,\N,100,"Action,Adventure,Comedy","good versus evil, action",LI4xsKHBx8c,train
448,959,tt0089424,movie,Kiss of the Spider Woman,Kiss of the Spider Woman,0,1985,\N,120,Drama,avant garde,1FVd6uRrYhM,train
449,960,tt0089457,movie,Ladyhawke,Ladyhawke,0,1985,\N,121,"Adventure,Comedy,Drama","fantasy, murder, dramatic, violence, tragedy, romantic",b0BTs66JAgM,test
450,961,tt0089469,movie,Legend,Legend,0,1985,\N,94,"Adventure,Fantasy,Romance","dark, fantasy, gothic, cult, good versus evil, action, brainwashing, romantic",kOxViR7eCuM,train
451,962,tt0089489,movie,Lifeforce,Lifeforce,0,1985,\N,101,"Action,Horror,Mystery","cult, humor, psychedelic, violence, flashback",hTKO5taqoAE,train
452,963,tt0089504,movie,Lost in America,Lost in America,0,1985,\N,91,Comedy,"cult, satire",vOqyTw7fsp8,train
453,964,tt0089530,movie,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,0,1985,\N,107,"Action,Adventure,Sci-Fi","violence, action",FgkE8pTRzhk,train
454,965,tt0089604,movie,Missing in Action 2: The Beginning,Missing in Action 2: The Beginning,0,1985,\N,96,"Action,Drama,Thriller","revenge, cult, murder, violence",dtukSidHyV0,train
455,966,tt0089643,movie,Murphy's Romance,Murphy's Romance,0,1985,\N,107,"Comedy,Drama,Romance",romantic,HoX-xki1yHQ,val
456,967,tt0089755,movie,Out of Africa,Out of Africa,0,1985,\N,161,"Biography,Drama,Romance","dramatic, romantic, storytelling",CbVTzvvvtQ8,train
457,968,tt0089767,movie,Pale Rider,Pale Rider,0,1985,\N,115,"Drama,Western","revenge, psychedelic, murder, violence",ePlyWlhobDU,train
458,969,tt0089791,movie,Pee-wee's Big Adventure,Pee-wee's Big Adventure,0,1985,\N,91,"Adventure,Comedy,Family","cult, mystery, psychedelic, entertaining, humor",ZrzqBwuxHV8,train
459,970,tt0089822,movie,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,0,1985,\N,87,Comedy,"comedy, bleak, cult, violence, comic, revenge",0b3WZ2K473s,val
460,971,tt0089826,movie,Porky's Revenge,Porky's Revenge,0,1985,\N,92,Comedy,"cult, humor",jqvhxCZkkRs,train
461,972,tt0089841,movie,Prizzi's Honor,Prizzi's Honor,0,1985,\N,130,"Comedy,Crime,Drama","romantic, comedy, murder",VEz13l-ULX0,train
462,973,tt0089880,movie,Rambo: First Blood Part II,Rambo: First Blood Part II,0,1985,\N,96,"Action,Adventure,Thriller","murder, violence, cult, humor, action, revenge",H41uJq46ouE,train
463,974,tt0089881,movie,Ran,Ran,0,1985,\N,162,"Action,Drama,War","murder, violence, atmospheric, insanity, tragedy, revenge, sentimental",AbbfDntoRRk,test
464,976,tt0089886,movie,Real Genius,Real Genius,0,1985,\N,108,"Comedy,Romance,Sci-Fi","revenge, cult, prank",jczQlm5nBgg,test
465,977,tt0089893,movie,Red Sonja,Red Sonja,0,1985,\N,89,"Action,Adventure,Fantasy","cult, action, alternate history, violence, fantasy",kUHsZEo4I24,val
466,978,tt0089901,movie,Remo Williams: The Adventure Begins,Remo Williams: The Adventure Begins,0,1985,\N,121,"Action,Adventure,Comedy","comedy, murder, cult, violence, humor, philosophical, revenge, sadist",DfzQTfmqT64,train
