,Unnamed: 0,imdb_id,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,tags,youtube_id,split
1494,2262,tt0143808,video,Pocahontas 2: Journey to a New World,Pocahontas II: Journey to a New World,0,1998,\N,72,"Adventure,Animation,Drama","romantic, action",vkXMJaZJoak,train
1495,2263,tt0144084,movie,American Psycho,American Psycho,0,2000,\N,102,"Crime,Drama,Horror","dark, suspenseful, comedy, murder, neo noir, boring, fantasy, psychological, cult, violence, insanity, humor, satire, revenge, entertaining, queer",7vqpWRAtocc,train
1496,2264,tt0144120,movie,Bride of Chucky,Bride of Chucky,0,1998,\N,89,"Comedy,Horror,Thriller","comedy, dark, gothic, murder, cult, violence, horror",UQJkp-uaqXQ,train
1497,2265,tt0144528,movie,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,0,2000,\N,106,"Comedy,Romance,Sci-Fi","whimsical, humor, flashback",oXsSEoGFC2s,train
1498,2267,tt0144640,movie,Three to Tango,Three to Tango,0,1999,\N,98,"Comedy,Romance",romantic,G-b83po34OA,test
1499,2268,tt0144964,movie,Highlander: Endgame,Highlander: Endgame,0,2000,\N,87,"Action,Adventure,Fantasy","good versus evil, revenge, murder, violence",5EXaEDzL6SY,val
1500,2269,tt0145487,movie,Spider-Man,Spider-Man,0,2002,\N,121,"Action,Adventure,Sci-Fi","murder, stupid, cult, violence, flashback, insanity, humor, action, romantic",mgX4FDb_syY,train
1501,2271,tt0145531,movie,Stigmata,Stigmata,0,1999,\N,103,Horror,"comedy, mystery, gothic, violence, cult, insanity, psychedelic",Nuik3CmBt40,train
1502,2273,tt0145653,movie,Angela's Ashes,Angela's Ashes,0,1999,\N,145,"Biography,Drama","storytelling, flashback",Y2xFUdq-qMg,train
1503,2274,tt0145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,0,1999,\N,95,"Action,Adventure,Comedy","cult, humor, cute, entertaining, stupid",LGVjoLlgHbM,train
1504,2275,tt0145893,movie,Simply Irresistible,Simply Irresistible,0,1999,\N,96,"Comedy,Drama,Fantasy",romantic,MqV-bMYRZMw,val
1505,2276,tt0146309,movie,Thirteen Days,Thirteen Days,0,2000,\N,145,"Drama,History,Thriller","suspenseful, historical",ywbLVeGQbHs,test
1506,2277,tt0146316,movie,Lara Croft: Tomb Raider,Lara Croft: Tomb Raider,0,2001,\N,100,"Action,Adventure,Fantasy","cult, action, murder, boring",SPD9OuBOpPM,test
1507,2278,tt0146336,movie,Urban Legend,Urban Legend,0,1998,\N,99,"Horror,Mystery,Thriller","revenge, gothic, murder, violence, flashback",Ts6jSWYm0g0,train
1508,2279,tt0146675,movie,End of Days,End of Days,0,1999,\N,122,"Action,Fantasy,Horror","mystery, neo noir, murder, stupid, violence, flashback, good versus evil, suspenseful",Xtgjls6E8ps,test
1509,2280,tt0146838,movie,Any Given Sunday,Any Given Sunday,0,1999,\N,162,"Drama,Sport",violence,cC2rkQThgX0,test
1510,2281,tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music","comedy, dramatic, flashback, psychedelic, humor, entertaining",qatVvzDbTdc,test
1511,2282,tt0147612,movie,Happiness,Happiness,0,1998,\N,134,"Comedy,Drama","pornographic, comedy, dark, cult, flashback, humor, satire",JzYllBpl-9I,train
1512,2283,tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,\N,97,"Comedy,Drama,Romance","comedy, gothic, adult comedy, clever, romantic, entertaining",wRo7iUQMcTM,train
1513,2285,tt0149261,movie,Deep Blue Sea,Deep Blue Sea,0,1999,\N,105,"Action,Adventure,Sci-Fi","violence, humor",f2CtdP23fTY,train
1514,2286,tt0149624,movie,All the Pretty Horses,All the Pretty Horses,0,2000,\N,116,"Drama,Romance,Western",murder,yygkQ8SjjQk,train
1515,2287,tt0150216,movie,Cradle Will Rock,Cradle Will Rock,0,1999,\N,132,Drama,inspiring,89dGJ_hx8-k,train
1516,2288,tt0150377,movie,Double Jeopardy,Double Jeopardy,0,1999,\N,105,"Crime,Drama,Mystery","revenge, neo noir, murder, violence",JPcwOobe7_Q,train
1517,2289,tt0151738,movie,Never Been Kissed,Never Been Kissed,0,1999,\N,107,"Comedy,Drama,Romance","romantic, prank, cruelty, flashback",BM6cAlmCk3A,train
1518,2290,tt0151804,movie,Office Space,Office Space,0,1999,\N,89,Comedy,"comedy, boring, cult, flashback, psychedelic, humor, satire, philosophical, revenge, entertaining",G_wiXgRWrIU,train
1519,2291,tt0152930,movie,Taxi,Taxi,0,1998,\N,86,"Action,Comedy,Crime","comedy, humor",Ytzu29OuJnk,val
1520,2294,tt0155711,movie,Flawless,Flawless,0,1999,\N,112,"Crime,Drama","violence, romantic, murder, storytelling",4bIMOcLZTuE,test
1521,2295,tt0155776,movie,Jawbreaker,Jawbreaker,0,1999,\N,86,"Comedy,Crime,Thriller","comedy, cruelty, murder, cult, satire, prank",jB5Z9Fz7Spc,test
1522,2296,tt0155975,movie,Psycho,Psycho,0,1998,\N,105,"Horror,Mystery,Thriller","insanity, mystery, murder",Z1qVzqMG4VQ,train
1523,2297,tt0156812,movie,My Dog Skip,My Dog Skip,0,2000,\N,95,"Comedy,Drama,Family",flashback,NtS1kDW8PEo,train
1524,2298,tt0156934,movie,Random Hearts,Random Hearts,0,1999,\N,133,"Drama,Mystery,Romance",violence,9zGdCzEzzPg,val
1525,2299,tt0157503,movie,Drop Dead Gorgeous,Drop Dead Gorgeous,0,1999,\N,97,"Comedy,Romance,Thriller","comedy, entertaining",wKLSfnb-FMk,val
1526,2300,tt0157583,movie,Enigma,Enigma,0,2001,\N,119,"Drama,Mystery,Romance","murder, flashback",5NrfiIpUd20,train
1527,2301,tt0158011,movie,The Eternal,Trance,0,1998,\N,95,Horror,haunting,RS9qzmboGXo,test
1528,2302,tt0158131,tvMovie,Purgatory,Purgatory,0,1999,\N,94,"Fantasy,Western","cult, murder, violence",c8lCp8BSJh4,train
1529,2305,tt0159273,movie,Behind Enemy Lines,Behind Enemy Lines,0,2001,\N,106,"Action,Drama,Thriller","suspenseful, realism",wKTrMoXToC0,val
1530,2306,tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,"Adventure,Drama,History","depressing, murder, dramatic, flashback, romantic, tragedy, revenge, historical",OCVy3g0-WxY,train
1531,2307,tt0159382,movie,Croupier,Croupier,0,1998,\N,94,"Crime,Drama","revenge, neo noir, murder, violence, romantic",P3LFLxIySX8,train
1532,2308,tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000,\N,98,"Action,Adventure,Comedy","whimsical, violence, satire, entertaining, murder",k4f9-kQn0hE,val
1533,2310,tt0160399,movie,Impostor,Impostor,0,2001,\N,95,"Drama,Mystery,Sci-Fi","anti war, murder, flashback",Vh6xFG7l8ss,train
1534,2311,tt0160401,movie,In Too Deep,In Too Deep,0,1999,\N,95,"Crime,Drama,Thriller",violence,wAt9dRIM9kc,train
1535,2312,tt0160620,movie,Oxygen,Oxygen,0,1999,\N,92,"Crime,Drama,Thriller","revenge, psychological, murder, sadist, romantic",Yt0qyZ6ZeEI,test
1536,2313,tt0160862,movie,She's All That,She's All That,0,1999,\N,95,"Comedy,Romance","cult, comedy, entertaining, romantic",aSh6LSRGQLE,train
1537,2314,tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000,\N,130,"Drama,Horror,Mystery","suspenseful, gothic, murder, paranormal, horror, haunting, revenge",QuYlo-EXrw4,train
1538,2315,tt0161292,movie,Bleeder,Bleeder,0,1999,\N,98,"Crime,Drama","revenge, murder, violence",NTRxuAZxNbw,train
1539,2316,tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance","psychological, boring, dramatic, philosophical, romantic, suspenseful",LJPF1p_xHy0,train
1540,2317,tt0162650,movie,Shaft,Shaft,0,2000,\N,99,"Action,Crime,Thriller","comedy, neo noir, murder, cult, violence, revenge, blaxploitation",kG7ODqVL3us,test
1541,2318,tt0162661,movie,Sleepy Hollow,Sleepy Hollow,0,1999,\N,105,"Fantasy,Horror,Mystery","comedy, dark, gothic, murder, fantasy, mystery, cult, horror, violence, haunting, flashback, atmospheric, psychedelic, romantic, revenge, entertaining, sci-fi",nYHt8SdUj-U,test
1542,2319,tt0162677,movie,Summer of Sam,Summer of Sam,0,1999,\N,142,"Crime,Drama,Romance","cult, murder, violence",0a-E4Q9CHSk,train
1543,2320,tt0162973,movie,Get Real,Get Real,0,1998,\N,108,"Comedy,Drama,Romance",queer,5xet3pYHN2E,train
1544,2322,tt0163187,movie,Runaway Bride,Runaway Bride,0,1999,\N,116,"Comedy,Romance","romantic, home movie",Ay8QC6tL7k0,train
1545,2324,tt0163651,movie,American Pie,American Pie,0,1999,\N,95,Comedy,"comedy, fantasy, boring, adult comedy, stupid, bleak, cult, flashback, humor, entertaining",C90qwSn2zhk,test
1546,2325,tt0163988,movie,Bringing Out the Dead,Bringing Out the Dead,0,1999,\N,121,"Drama,Thriller","dramatic, violence, comedy, gothic, atmospheric",sfUwvmRmMtw,train
1547,2326,tt0164052,movie,Hollow Man,Hollow Man,0,2000,\N,112,"Action,Horror,Sci-Fi","comedy, suspenseful, boring, murder, cult, violence, horror, insanity, psychedelic, action, romantic, revenge",RLzZpxp1GU0,test
1548,2328,tt0164114,movie,Drive Me Crazy,Drive Me Crazy,0,1999,\N,91,"Comedy,Drama,Romance","romantic, prank",aQvscFSa6vU,train
1549,2330,tt0164181,movie,Stir of Echoes,Stir of Echoes,0,1999,\N,99,"Horror,Mystery,Thriller","suspenseful, mystery, murder, paranormal, horror, romantic",Daa5VOnUWsA,test
1550,2331,tt0164212,movie,Under Suspicion,Under Suspicion,0,2000,\N,110,"Crime,Drama,Thriller","mystery, murder",w4UPcJt_AYk,train
1551,2332,tt0164334,movie,Along Came a Spider,Along Came a Spider,0,2001,\N,104,"Drama,Thriller","plot twist, mystery, murder",kswRbwYqn3k,val
1552,2333,tt0164912,movie,Stuart Little,Stuart Little,0,1999,\N,84,"Adventure,Comedy,Family","psychedelic, comedy",EHgOTJ95-iE,train
1553,2335,tt0165773,movie,Felicia's Journey,Felicia's Journey,0,1999,\N,116,"Drama,Thriller","cruelty, murder, cult, violence, flashback, insanity, romantic, sadist",z2yPGlwHk_I,test
1554,2336,tt0165798,movie,Ghost Dog: The Way of the Samurai,Ghost Dog: The Way of the Samurai,0,1999,\N,116,"Crime,Drama","violence, psychedelic, philosophical, murder, flashback",gpf0NFVLEn8,train
1555,2337,tt0165929,movie,Romeo Must Die,Romeo Must Die,0,2000,\N,115,"Action,Crime,Thriller","comedy, boring, murder, violence, flashback, revenge",4R7O2A8R63A,train
1556,2338,tt0165982,movie,Sinbad: Legend of the Seven Seas,Sinbad: Legend of the Seven Seas,0,2003,\N,88,"Adventure,Animation,Comedy","psychedelic, action",bRsdyOck9IY,val
1557,2339,tt0166276,movie,Monkeybone,Monkeybone,0,2001,\N,93,"Animation,Comedy,Fantasy","cult, comedy, psychedelic",R8WDX7p9FoE,train
1558,2340,tt0166322,tvMovie,Rear Window,Rear Window,0,1998,\N,89,"Crime,Drama,Mystery",murder,gzJoHZNLtqw,train
1559,2341,tt0166485,movie,Anna and the King,Anna and the King,0,1999,\N,148,"Drama,History,Romance","historical, murder",xHPoKOi1XcM,train
1560,2342,tt0166813,movie,Spirit: Stallion of the Cimarron,Spirit: Stallion of the Cimarron,0,2002,\N,83,"Adventure,Animation,Drama",romantic,JOn_VJA6jNI,val
1561,2344,tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller","dark, avant garde, neo noir, murder, mystery, boring, dramatic, cult, violence, atmospheric, psychedelic, plot twist",W2_a5_BlM5k,test
1562,2345,tt0167190,movie,Hellboy,Hellboy,0,2004,\N,122,"Action,Adventure,Fantasy","comedy, fantasy, gothic, murder, good versus evil, humor, action, sci-fi",D9YhDMn9wWk,train
1563,2346,tt0167427,movie,Superstar,Superstar,0,1999,\N,81,"Comedy,Romance","tragedy, stupid",lW85KbKYwYs,train
1564,2347,tt0167456,movie,Thunderbirds,Thunderbirds,0,2004,\N,95,"Action,Adventure,Comedy","good versus evil, revenge",lGOwT8goZZY,train
1565,2348,tt0168122,tvMovie,Pirates of Silicon Valley,Pirates of Silicon Valley,0,1999,\N,95,"Biography,Drama,History",historical,hbNyIHvzC4s,train
1566,2349,tt0168473,movie,Babes in Toyland,Babes in Toyland,0,1997,\N,74,"Animation,Comedy,Family","psychedelic, horror",-XI9UZm45pE,val
1567,2350,tt0168629,movie,Dancer in the Dark,Dancer in the Dark,0,2000,\N,140,"Crime,Drama,Musical","dark, murder, dramatic, psychedelic, tragedy, romantic, sentimental",53vr9EiOH7g,train
1568,2351,tt0169547,movie,American Beauty,American Beauty,0,1999,\N,122,Drama,"pornographic, comedy, dark, murder, dramatic, cult, violence, thought-provoking, flashback, psychedelic, satire, romantic, entertaining, sentimental",FfWnZthD9Tw,test
1569,2352,tt0170016,movie,How the Grinch Stole Christmas,How the Grinch Stole Christmas,0,2000,\N,104,"Comedy,Family,Fantasy","cult, comedy, psychedelic, fantasy, sentimental",myTaigPrbsg,val
1570,2353,tt0170691,movie,Tigerland,Tigerland,0,2000,\N,101,"Drama,War","violence, cruelty, storytelling",LABt1rwmIgg,train
1571,2355,tt0171359,movie,Hamlet,Hamlet,0,2000,\N,112,"Drama,Romance,Thriller","murder, violence, good versus evil, insanity, tragedy, revenge",F39CYBE6-Kg,val
1572,2356,tt0171433,movie,Keeping the Faith,Keeping the Faith,0,2000,\N,128,"Comedy,Drama,Romance","romantic, flashback",wORkOt7MOHM,train
1573,2357,tt0171580,movie,Nurse Betty,Nurse Betty,0,2000,\N,110,"Comedy,Crime,Drama","comedy, psychological, neo noir, murder, cult, violence, insanity, satire, tragedy, romantic",PcyZXOR-_w8,test
1574,2358,tt0171804,movie,Boys Don't Cry,Boys Don't Cry,0,1999,\N,118,"Biography,Crime,Drama","murder, dramatic, violence, queer, flashback, tragedy, sentimental",dXKA6cVaQOA,test
1575,2359,tt0172156,movie,Bad Boys II,Bad Boys II,0,2003,\N,147,"Action,Comedy,Crime","comedy, boring, murder, violence, absurd, humor, action, entertaining",hsuKq5pNOcM,train
1576,2360,tt0172493,movie,"Girl, Interrupted","Girl, Interrupted",0,1999,\N,127,"Biography,Drama","insanity, dramatic, autobiographical, psychological, melodrama",-nhhedttyD0,train
1577,2361,tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama","boring, cruelty, murder, dramatic, violence, cult, psychedelic, action, revenge, historical",t2iniPGrnH4,train
1578,2363,tt0173716,movie,Cecil B. Demented,Cecil B. Demented,0,2000,\N,87,"Comedy,Crime,Thriller","cult, comedy, satire, violence, queer",LMmKfKCZoTk,train
1579,2364,tt0173840,movie,Final Fantasy: The Spirits Within,Final Fantasy: The Spirits Within,0,2001,\N,106,"Action,Adventure,Animation","psychedelic, romantic, flashback",X4GcSEbC4F0,test
1580,2365,tt0174480,movie,Autumn in New York,Autumn in New York,0,2000,\N,103,"Drama,Romance",tragedy,U1K6d26T9f4,train
1581,2366,tt0175047,movie,Point Blank,Point Blank,0,1998,\N,89,"Action,Crime,Drama",murder,SCSaDSb-jko,train
1582,2367,tt0175142,movie,Scary Movie,Scary Movie,0,2000,\N,88,Comedy,"comedy, murder, adult comedy, stupid, bleak, cult, horror, flashback, psychedelic, humor, revenge, entertaining",iQTSHKKpv_E,val
1583,2368,tt0175880,movie,Magnolia,Magnolia,0,1999,\N,188,Drama,"bleak, cult, murder, romantic, sentimental",0UijGgGC040,train
1584,2369,tt0176269,movie,Universal Soldier: The Return,Universal Soldier: The Return,0,1999,\N,83,"Action,Sci-Fi","cult, violence, romantic",XuP9kxJI2sw,train
1585,2370,tt0177606,movie,Puss in Boots,Puss in Boots,0,1988,\N,96,"Family,Fantasy,Musical","romantic, action, fantasy",jrCiH6AK8vY,train
1586,2371,tt0177789,movie,Galaxy Quest,Galaxy Quest,0,1999,\N,102,"Adventure,Comedy,Sci-Fi","comedy, murder, cult, feel-good, good versus evil, satire, entertaining",VtHM77IRkus,train
1587,2372,tt0178737,movie,Mansfield Park,Mansfield Park,0,1999,\N,112,"Comedy,Drama,Romance","romantic, intrigue, storytelling",tWbOcYHtP94,train
1588,2373,tt0178868,movie,Ringu,Ringu,0,1998,\N,96,"Horror,Mystery","psychological, cruelty, murder, realism, paranormal, cult, violence, atmospheric, flashback, good versus evil, psychedelic, suspenseful, sadist",CZuZl3DIOAo,train
1589,2375,tt0179098,movie,Moonlight Mile,Moonlight Mile,0,2002,\N,117,"Drama,Romance","comedy, murder",ebAZ75T9OBk,train
1590,2376,tt0179116,movie,But I'm a Cheerleader,But I'm a Cheerleader,0,1999,\N,85,"Comedy,Drama,Romance","comedy, cute, satire, entertaining, sadist, queer",X_yjuTaRGx4,val
1591,2377,tt0179626,movie,15 Minutes,15 Minutes,0,2001,\N,120,"Action,Crime,Drama","suspenseful, murder, violence, insanity, humor, satire, romantic, revenge, sadist, home movie",qcQZ8XX98Is,val
1592,2378,tt0180073,movie,Quills,Quills,0,2000,\N,124,"Biography,Drama","violence, cruelty, murder, sadist, sci-fi",u--PYnIYewE,test
1593,2379,tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama,"dark, boring, depressing, murder, psychological, dramatic, cult, atmospheric, insanity, psychedelic, romantic, tragedy, revenge, sentimental",yKn1DaBAZRg,train
1594,2380,tt0181288,movie,American Movie,American Movie,0,1999,\N,107,"Comedy,Documentary","cult, home movie",zMFZOu8rDUQ,train
1595,2381,tt0181316,movie,Blue Streak,Blue Streak,0,1999,\N,93,"Action,Comedy,Crime","violence, murder",kj5NHXDvKKM,test
1596,2382,tt0181536,movie,Finding Forrester,Finding Forrester,0,2000,\N,136,Drama,"inspiring, boring",o-n-SAfrTaA,train
1597,2383,tt0181689,movie,Minority Report,Minority Report,0,2002,\N,145,"Action,Crime,Mystery","mystery, neo noir, murder, paranormal, violence, flashback, psychedelic, action, tragedy, suspenseful, sci-fi, home movie",__oEU4P_rL8,train
1598,2384,tt0181739,movie,Osmosis Jones,Osmosis Jones,0,2001,\N,95,"Action,Adventure,Animation","psychedelic, violence",nieb6rnkxYI,train
1599,2385,tt0181852,movie,Terminator 3: Rise of the Machines,Terminator 3: Rise of the Machines,0,2003,\N,109,"Action,Sci-Fi","entertaining, violence, action, alternate history, murder",v05IA5kwjP8,train
1600,2387,tt0181875,movie,Almost Famous,Almost Famous,0,2000,\N,122,"Adventure,Comedy,Drama","dramatic, romantic, humor, boring",mk5rWkyFIjU,train
1601,2389,tt0181984,movie,Boiler Room,Boiler Room,0,2000,\N,120,"Crime,Drama,Thriller",violence,bsSj5tDgNq0,train
1602,2392,tt0182789,movie,Bicentennial Man,Bicentennial Man,0,1999,\N,132,"Drama,Sci-Fi","philosophical, sci-fi",Nx88i0GEGR4,val
1603,2394,tt0183505,movie,"Me, Myself & Irene","Me, Myself & Irene",0,2000,\N,116,Comedy,"comedy, cult, flashback, absurd, humor, romantic",L1NTw1zxm-o,train
1604,2395,tt0183649,movie,Phone Booth,Phone Booth,0,2002,\N,81,"Crime,Thriller","suspenseful, psychedelic, murder, flashback",M5GA_Au9HSY,train
1605,2396,tt0183659,movie,Pollock,Pollock,0,2000,\N,122,"Biography,Drama","tragedy, romantic",z0xiovbDML0,val
1606,2397,tt0184858,movie,Reindeer Games,Reindeer Games,0,2000,\N,104,"Action,Adventure,Crime","violence, neo noir, murder, flashback",D-2JMwot6Yo,train
1607,2398,tt0184894,movie,Shanghai Noon,Shanghai Noon,0,2000,\N,110,"Action,Adventure,Comedy","entertaining, violence, fantasy, murder, bleak",mrhYWS_g8cc,train
1608,2399,tt0185014,movie,Wonder Boys,Wonder Boys,0,2000,\N,107,"Comedy,Drama","romantic, entertaining",sveK_fhIqhs,train
1609,2400,tt0185183,movie,Battlefield Earth,Battlefield Earth,0,2000,\N,118,"Action,Adventure,Sci-Fi","comedy, murder, stupid, cult, violence, good versus evil, satire, suspenseful, sadist",Zk8f2N3ji7k,test
1610,2401,tt0185371,movie,House on Haunted Hill,House on Haunted Hill,0,1999,\N,93,"Crime,Fantasy,Horror","comedy, gothic, murder, paranormal, violence, haunting, insanity, psychedelic, revenge, sadist",DayzGxv9Kf4,train
1611,2402,tt0185431,movie,Little Nicky,Little Nicky,0,2000,\N,90,"Comedy,Fantasy","good versus evil, absurd, cult, comedy",_0jhAYDiFwo,test
1612,2403,tt0186045,movie,Drowning Mona,Drowning Mona,0,2000,\N,96,"Comedy,Crime,Mystery","dark, comedy, flashback",iWu7tz6RI88,val
1613,2404,tt0186151,movie,Frequency,Frequency,0,2000,\N,118,"Crime,Drama,Mystery","suspenseful, fantasy, murder, paranormal, dramatic, alternate reality, flashback, psychedelic, romantic, revenge, alternate history",dMD1ZsyHRHA,val
1614,2406,tt0186894,movie,Bounce,Bounce,0,2000,\N,106,"Drama,Romance",romantic,abC4ifXqnMM,test
1615,2407,tt0187357,movie,No Strings Attached,No Strings Attached,0,1997,\N,93,"Drama,Mystery,Thriller",pornographic,OIebTTlddd4,val
1616,2408,tt0187738,movie,Blade II,Blade II,0,2002,\N,117,"Action,Horror,Sci-Fi","gothic, murder, cult, violence, flashback, good versus evil, action, revenge",9T8aigHWtxM,train
1617,2411,tt0188674,movie,Human Traffic,Human Traffic,0,1999,\N,99,"Comedy,Music","romantic, entertaining",fc0kPAPNahU,train
1618,2413,tt0190374,movie,Dungeons & Dragons,Dungeons & Dragons,0,2000,\N,107,"Action,Adventure,Fantasy","fantasy, murder, violence, cult, good versus evil, revenge",efSq9FF1r2Q,train
1619,2414,tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,\N,107,"Adventure,Comedy,Crime","comedy, depressing, cult, psychedelic, satire, entertaining",I1C2gCXo4Gs,val
1620,2416,tt0190865,movie,Vertical Limit,Vertical Limit,0,2000,\N,124,"Action,Adventure,Drama",action,RBWL7OktJJ8,train
1621,2418,tt0192071,movie,Get Over It,Get Over It,0,2001,\N,87,"Comedy,Romance","romantic, humor, comedy, fantasy",nET7V9DsWgo,train
1622,2419,tt0192194,movie,Julien Donkey-Boy,Julien Donkey-Boy,0,1999,\N,94,"Comedy,Drama","avant garde, cruelty, murder, mystery, absurd, psychedelic, romantic, sadist",q3erNNfe6UQ,test
1623,2422,tt0193524,tvMovie,The Star Wars Holiday Special,The Star Wars Holiday Special,0,1978,\N,97,"Adventure,Family,Musical","cult, psychedelic",35m33Bml8us,val
1624,2426,tt0195234,movie,Saving Grace,Saving Grace,0,2000,\N,93,"Comedy,Crime","cult, comedy",plWemSaYato,train
1625,2427,tt0195685,movie,Erin Brockovich,Erin Brockovich,0,2000,\N,131,"Biography,Drama","dramatic, inspiring",keZXGaDvK2s,train
1626,2428,tt0195714,movie,Final Destination,Final Destination,0,2000,\N,98,"Horror,Thriller","fantasy, mystery, murder, paranormal, dramatic, violence, horror, humor, suspenseful, entertaining",pna8QJDfJUE,train
1627,2430,tt0195945,movie,Next Friday,Next Friday,0,2000,\N,98,Comedy,flashback,mKepqz19Qb0,train
1628,2431,tt0196216,movie,Small Time Crooks,Small Time Crooks,0,2000,\N,94,"Comedy,Crime","comedy, entertaining",3pu6NWjpHow,val
1629,2432,tt0196229,movie,Zoolander,Zoolander,0,2001,\N,90,Comedy,"comedy, murder, stupid, bleak, cult, flashback, absurd, psychedelic, satire, brainwashing, entertaining",1k_RfmHlmPc,train
1630,2434,tt0198021,movie,Where the Heart Is,Where the Heart Is,0,2000,\N,120,"Comedy,Drama,Romance",psychedelic,HbzcodGsaRs,val
1631,2435,tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy","comedy, fantasy, cute, cult, clever, humor, satire, entertaining, sentimental",8IBNZ6O2kMk,train
1632,2436,tt0199626,movie,In the Cut,In the Cut,0,2003,\N,119,"Mystery,Thriller","violence, neo noir, murder",6ZKfF84LKT0,val
1633,2438,tt0200027,movie,Riding in Cars with Boys,Riding in Cars with Boys,0,2001,\N,132,"Biography,Comedy,Drama","dramatic, romantic, comedy, flashback",4ZtIe3fzL8s,train
1634,2439,tt0200071,movie,Rosetta,Rosetta,0,1999,\N,95,Drama,tragedy,ArBgiK68JPY,train
1635,2441,tt0200550,movie,Coyote Ugly,Coyote Ugly,0,2000,\N,100,"Comedy,Drama,Music","romantic, comedy, entertaining",Z0WieEfKXuY,test
1636,2442,tt0202470,movie,Rock Star,Rock Star,0,2001,\N,105,"Drama,Music",cult,ZpSUqTJ7X6g,test
1637,2443,tt0203019,movie,Men of Honor,Men of Honor,0,2000,\N,129,"Biography,Drama",inspiring,TedIdFcWTbc,train
1638,2444,tt0203119,movie,Sexy Beast,Sexy Beast,0,2000,\N,89,"Crime,Drama,Thriller","cult, comedy, murder, violence, flashback",1hYVySNieVA,train
1639,2445,tt0203230,movie,You Can Count on Me,You Can Count on Me,0,2000,\N,111,Drama,"tragedy, realism",Zcrr83hrIZ8,train
1640,2447,tt0204137,movie,Animal Factory,Animal Factory,0,2000,\N,94,"Crime,Drama","violence, murder",J0D2BJOtwLs,val
1641,2449,tt0204313,movie,Exorcist: The Beginning,Exorcist: The Beginning,0,2004,\N,114,"Horror,Mystery,Thriller","gothic, murder, paranormal, violence, flashback, good versus evil",vIoqCIbQ8H8,val
1642,2450,tt0204824,tvMovie,Animal Farm,Animal Farm,0,1999,\N,91,"Comedy,Drama,Family",satire,LAeKX5n-5IE,val
1643,2451,tt0205000,movie,Deuce Bigalow: Male Gigolo,Deuce Bigalow: Male Gigolo,0,1999,\N,88,"Comedy,Romance","comedy, entertaining, stupid",wk_19DT6y9Y,val
1644,2453,tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001,\N,112,"Drama,Music,Romance","violence, romantic, flashback",YVY43lWAp20,test
1645,2456,tt0206634,movie,Children of Men,Children of Men,0,2006,\N,109,"Action,Drama,Sci-Fi","mystery, neo noir, murder, depressing, realism, bleak, allegory, violence, cult, thought-provoking, atmospheric, romantic, sci-fi",HRHsJYJtSfQ,train
1646,2458,tt0207201,movie,What Women Want,What Women Want,0,2000,\N,127,"Comedy,Fantasy,Romance","paranormal, romantic, entertaining, stupid",MWrWb-i_bxA,test
1647,2459,tt0207972,tvEpisode,Annie,Annie,0,1999,\N,90,"Adventure,Comedy,Drama",depressing,sbXzg1KyIZ0,test
1648,2460,tt0208003,movie,Big Momma's House,Big Momma's House,0,2000,\N,99,"Action,Comedy,Crime","cult, comedy",njhwlzuPXv4,train
1649,2461,tt0208092,movie,Snatch,Snatch,0,2000,\N,104,"Comedy,Crime","comedy, dark, neo noir, murder, cult, violence, flashback, clever, psychedelic, humor, entertaining",ZV6P8QwxSuk,train
1650,2462,tt0208988,movie,Get Carter,Get Carter,0,2000,\N,102,"Action,Crime,Drama","revenge, comedy, murder, violence, flashback",8vhxyEcR-FM,train
1651,2464,tt0209144,movie,Memento,Memento,0,2000,\N,113,"Mystery,Thriller","dark, avant garde, suspenseful, murder, neo noir, boring, bleak, realism, cult, violence, psychological, plot twist, flashback, mystery, revenge, storytelling",Rq9eM4ZXRgs,test
1652,2466,tt0210065,movie,Gangster No. 1,Gangster No. 1,0,2000,\N,103,"Crime,Drama,Thriller","revenge, murder, violence, flashback",GHH7Mm6xviE,val
1653,2467,tt0210070,movie,Ginger Snaps,Ginger Snaps,0,2000,\N,108,"Drama,Fantasy,Horror","comedy, gothic, murder, violence, cult, satire",Zoa1A987A_k,train
1654,2468,tt0210075,movie,Girlfight,Girlfight,0,2000,\N,110,"Drama,Sport","dramatic, violence, inspiring",ZmMgPEcfwyQ,train
